20220401,,1737 0.40,4466 10.79,313 3.37,81 1.44,36 0.90,42 1.48,19 0.95,15 0.96,30 3.01,6 1.34,8 3.36,5 3.38,3 3.01,1 1.19,11 64.37
20220107,119.5,1642 0.37,4166 10.07,311 3.36,77 1.35,41 1.04,51 1.74,19 0.96,15 0.94,29 2.92,6 0.98,9 3.45,7 4.81,5 5.18,0 0.00,10 62.75
20211230,,1633 0.36,4194 10.19,316 3.43,75 1.31,43 1.09,50 1.70,17 0.86,16 1.00,31 3.15,5 0.91,8 3.14,7 4.83,4 4.10,1 1.11,10 62.75
20211224,,1625 0.36,4198 10.20,314 3.40,73 1.27,45 1.13,52 1.78,16 0.82,17 1.08,30 3.04,6 1.17,7 2.87,7 4.84,4 4.10,1 1.12,10 62.75
20211217,117.5,1623 0.36,4188 10.17,319 3.46,75 1.32,43 1.09,51 1.74,17 0.87,17 1.07,27 2.81,6 1.17,7 2.87,7 4.86,6 6.00,4 4.49,12 57.66
20211210,,1607 0.36,4203 10.17,320 3.47,80 1.41,42 1.06,50 1.70,17 0.86,17 1.08,27 2.72,6 1.17,7 2.88,7 4.88,6 6.00,4 4.49,12 57.66
20211203,,1584 0.35,4199 10.18,319 3.44,82 1.44,39 0.99,51 1.74,17 0.86,16 1.01,31 3.13,4 0.79,7 2.90,7 4.90,6 6.01,4 4.52,12 57.66
20211126,,1592 0.36,4180 10.14,321 3.46,80 1.40,40 1.02,50 1.71,15 0.75,17 1.07,32 3.24,4 0.77,7 2.90,7 4.92,6 6.01,4 4.52,12 57.66
20211119,,1595 0.36,4183 10.14,322 3.48,80 1.40,38 0.98,50 1.71,15 0.75,17 1.07,32 3.24,4 0.77,6 2.35,8 5.47,6 6.03,4 4.52,12 57.66
20211112,,1600 0.36,4177 10.13,320 3.45,80 1.40,37 0.95,52 1.77,13 0.66,18 1.14,32 3.25,4 0.77,6 2.35,8 5.48,6 6.02,4 4.52,12 57.66
20211105,117.5,1596 0.36,4217 10.20,312 3.35,84 1.47,40 1.03,49 1.67,14 0.70,18 1.14,32 3.20,4 0.77,6 2.35,8 5.47,6 6.02,4 4.52,12 57.66
20211029,,1577 0.36,4275 10.36,309 3.32,86 1.51,39 1.00,49 1.66,14 0.71,16 1.01,31 3.13,3 0.52,6 2.46,8 5.58,6 6.02,4 4.61,12 57.66
20211022,109.5,1507 0.36,4230 10.31,311 3.34,89 1.56,39 1.00,48 1.63,15 0.75,14 0.89,30 3.15,3 0.52,6 2.46,7 4.77,7 6.87,4 4.65,12 57.66
20211015,110.5,1503 0.35,4233 10.33,306 3.30,87 1.52,42 1.08,47 1.60,16 0.81,14 0.89,29 3.06,3 0.52,6 2.46,7 4.81,7 6.87,4 4.66,12 57.67
20211008,,1500 0.35,4222 10.25,312 3.38,82 1.43,44 1.14,46 1.57,16 0.80,13 0.83,29 3.02,3 0.52,6 2.47,6 3.99,8 7.81,4 4.69,12 57.68
20211001,111.5,1498 0.35,4192 10.18,311 3.35,78 1.36,46 1.19,49 1.66,19 0.95,12 0.77,29 3.04,2 0.38,6 2.45,6 3.99,8 7.87,4 4.70,12 57.69
20210924,,1494 0.35,4160 10.09,309 3.34,81 1.42,43 1.11,48 1.63,19 0.95,12 0.76,30 3.11,2 0.38,6 2.44,6 3.98,8 7.93,4 4.72,12 57.71
20210917,,1491 0.35,4144 10.09,304 3.30,79 1.39,45 1.16,46 1.56,19 0.93,13 0.83,30 3.11,2 0.38,6 2.44,6 3.98,8 7.94,4 4.74,12 57.73
20210911,,1476 0.34,4137 10.03,303 3.29,82 1.43,48 1.23,44 1.50,17 0.85,14 0.89,30 3.04,2 0.38,6 2.44,6 3.98,8 7.95,4 4.81,12 57.76
20210903,115.5,1473 0.34,4140 10.02,295 3.19,81 1.42,48 1.23,42 1.43,19 0.94,13 0.83,31 3.15,2 0.38,6 2.44,6 3.98,8 7.97,4 4.84,12 57.77
20210827,,1450 0.33,4053 9.84,302 3.27,84 1.48,44 1.14,40 1.38,17 0.81,14 0.87,31 3.20,3 0.52,6 2.44,6 3.98,8 8.05,3 3.50,13 59.14
20210820,114.5,1437 0.33,4058 9.84,297 3.22,89 1.55,43 1.12,42 1.45,15 0.73,12 0.75,30 3.10,4 0.67,6 2.33,6 3.98,8 8.06,3 3.55,13 59.25
20210813,,1425 0.32,4065 9.83,301 3.28,85 1.48,44 1.14,42 1.43,15 0.72,14 0.90,30 3.16,4 0.74,5 2.01,6 3.98,8 8.08,3 3.59,13 59.26
20210806,114.5,1398 0.32,3985 9.68,304 3.31,85 1.48,46 1.19,41 1.40,12 0.57,17 1.09,29 3.02,4 0.74,5 2.01,6 3.98,8 8.16,3 3.64,13 59.35
20210730,,1401 0.31,3943 9.59,306 3.35,83 1.45,44 1.12,40 1.35,13 0.61,16 1.03,30 3.14,4 0.75,5 2.01,6 3.98,8 8.24,3 3.64,13 59.37
20210723,,1386 0.31,3910 9.49,307 3.36,79 1.38,44 1.13,42 1.43,13 0.62,13 0.82,31 3.19,5 0.90,5 2.01,6 3.98,7 7.16,4 4.77,13 59.38
20210716,,1375 0.30,3897 9.44,308 3.37,81 1.43,44 1.13,40 1.35,12 0.56,13 0.82,32 3.26,5 0.89,5 2.01,6 3.98,7 7.19,4 4.81,13 59.39
20210709,121.5,1352 0.30,3804 9.10,296 3.23,80 1.39,45 1.16,35 1.19,14 0.66,14 0.89,29 3.03,6 1.02,6 2.41,6 3.98,7 7.27,4 4.88,13 59.42
20210702,122.5,1350 0.30,3781 9.05,284 3.09,83 1.45,45 1.16,32 1.09,12 0.57,13 0.83,31 3.27,6 1.06,6 2.43,6 3.98,6 6.20,5 6.03,13 59.42
20210625,,1338 0.30,3767 9.03,286 3.11,80 1.40,45 1.16,32 1.09,11 0.52,11 0.70,32 3.29,8 1.52,5 2.16,6 3.98,6 6.20,5 6.06,13 59.42
20210618,123.5,1338 0.30,3767 9.06,285 3.09,78 1.37,45 1.16,35 1.18,11 0.52,12 0.75,32 3.35,7 1.34,5 2.16,6 3.98,6 6.21,5 6.09,13 59.37
20210611,123.5,1297 0.29,3732 9.00,286 3.09,76 1.34,47 1.20,33 1.12,10 0.47,12 0.75,32 3.32,8 1.42,5 2.16,6 3.98,6 6.22,5 6.19,13 59.37
20210604,119.5,1292 0.29,3716 8.96,281 3.03,77 1.36,48 1.23,35 1.19,11 0.51,10 0.62,33 3.36,8 1.43,5 2.16,6 3.98,5 5.13,6 7.34,13 59.34
20210528,119.5,1273 0.29,3708 8.93,277 3.00,77 1.35,47 1.20,38 1.31,9 0.42,10 0.62,34 3.51,7 1.31,5 2.16,6 3.98,5 5.13,7 8.75,12 57.97
20210521,,1266 0.29,3685 8.89,280 3.03,73 1.29,46 1.17,36 1.22,10 0.47,10 0.62,33 3.34,8 1.58,5 2.16,6 3.98,5 5.13,7 8.79,12 57.97
20210514,115.5,1246 0.29,3710 8.98,277 2.97,75 1.32,42 1.06,34 1.15,12 0.57,15 0.94,29 3.00,7 1.23,6 2.49,6 3.98,5 5.13,6 7.46,13 59.36
20210507,123.5,1243 0.28,3748 8.99,270 2.89,81 1.42,50 1.26,29 1.01,11 0.51,12 0.75,32 3.22,6 1.09,5 2.16,6 3.94,5 5.14,5 6.21,14 61.07
20210429,,1216 0.27,3709 8.73,267 2.85,75 1.31,44 1.09,31 1.07,10 0.46,16 1.01,28 2.93,7 1.37,6 2.44,6 3.93,5 5.14,5 6.16,14 61.16
20210423,125.5,1205 0.26,3715 8.74,277 2.96,66 1.14,44 1.08,33 1.13,12 0.57,16 1.00,28 3.00,4 0.75,6 2.28,7 4.49,4 4.06,6 7.28,14 61.21
20210416,,1171 0.25,3669 8.61,268 2.88,72 1.24,42 1.04,31 1.07,12 0.57,16 0.99,29 3.05,4 0.78,6 2.37,7 4.49,4 4.06,6 7.28,14 61.25
20210409,,1134 0.24,3532 8.27,256 2.78,68 1.18,35 0.87,35 1.22,9 0.42,15 0.92,34 3.54,4 0.72,6 2.43,7 4.54,4 4.06,6 7.28,14 61.46
20210401,,1117 0.23,3443 8.06,251 2.71,70 1.21,31 0.79,36 1.27,11 0.51,14 0.88,31 3.25,6 1.03,7 2.88,7 4.56,4 4.06,6 7.28,14 61.21
